,user_id,age,annual_income,purchase_amount,loyalty_score,purchase_frequency,region_North,region_South,region_West
0,1,-1.4656315255229964,-1.0903057936276188,-1.6144408111376816,-1.2105823096741577,-1.7126785852739663,True,False,False
1,2,-0.5011514248562505,-0.2115628918891382,-0.541153344515424,0.10864200215024501,-0.39494958755240184,False,True,False
2,3,0.677657587069772,0.6671800098493424,0.5321341221068338,0.6363317268800062,0.48353641092864114,False,False,True
3,4,-1.7871248924119114,-2.40842014623534,-1.9722033000117676,-2.0021168967687992,-2.1519215845144877,False,False,False
4,5,-1.0369737030044426,-0.9145572132799227,-1.4713358155880474,-1.0522753922552295,-1.4930570856537055,True,False,False
5,6,0.24899976455121836,0.3156828491539502,0.3890291265571994,0.5307937819340538,0.2639149113083804,False,True,False
6,7,-0.2868225135969737,-0.29943718206298625,-0.18339085564133806,-0.15520286021463553,-0.17532808793214108,False,False,True
7,8,-1.2513026142637194,-1.266054373975315,-1.3997833178132302,-1.368889227093086,-1.2734355860334448,False,False,False
8,9,1.2134798652179641,1.1065514607185827,1.2476590998550054,1.1640214516097673,1.1424009097894234,True,False,False
9,10,-0.8226447917451658,-0.6509343427583786,-0.7558108378398755,-0.6828925849443966,-0.6145710871726626,False,True,False
10,11,-1.144138158634081,-1.0024315034537707,-1.2566783222635958,-1.2633512821471338,-1.053814086413184,False,False,True
11,12,0.35616422018085675,0.40355713932779824,0.675239117656468,0.741869671825958,0.7031579105489019,True,False,False
12,13,-0.6083158804858889,-0.3873114722368343,-0.3264958511909724,-0.4190477225795161,-0.39494958755240184,False,True,False
13,14,-0.1796580579673353,0.05205997863240598,-0.0402858600917037,0.0031040572042927016,0.044293411688119656,False,False,False
14,15,1.1063154095883256,1.0186771705447346,1.1761066020801882,1.1112524791367913,0.9227794101691627,False,False,True
15,16,-1.6799604367822731,-2.3205458560614916,-1.9006508022369504,-1.896578951822847,-1.932300084894227,True,False,False
16,17,0.03467085329194153,-0.03581431154144209,0.10281913545793066,0.10864200215024501,0.2639149113083804,False,True,False
17,18,-0.9298092473748042,-0.7388086329322265,-0.8989158333895099,-0.9467374473092772,-0.8341925867929233,False,False,True
18,19,0.7848220426994105,0.7550543000231905,0.603686619881651,0.689100699352982,0.48353641092864114,True,False,False
19,20,-1.3584670698933579,-1.1781800838014669,-1.328230820038413,-1.31612025462011,-1.2734355860334448,False,False,False
20,21,1.427808776477241,1.2823000410662788,1.3192115976298227,1.269559396555719,1.3620224094096842,False,True,False
21,22,-1.5727959811526346,-2.2326715658876437,-1.8290983044621332,-1.8438099793498712,-1.7126785852739663,False,False,True
